"one","two","three","track"
"trust","him","because","(Hes) My Man"
"him","because","he","(Hes) My Man"
"because","he","been","(Hes) My Man"
"he","been","locked","(Hes) My Man"
"been","locked","up","(Hes) My Man"
"locked","up","you","(Hes) My Man"
"up","you","say","(Hes) My Man"
"you","say","that","(Hes) My Man"
"say","that","he","(Hes) My Man"
"that","he","trouble","(Hes) My Man"
"he","trouble","cuz","(Hes) My Man"
"trouble","cuz","he","(Hes) My Man"
"cuz","he","out","(Hes) My Man"
"he","out","in","(Hes) My Man"
"out","in","the","(Hes) My Man"
"in","the","strip","(Hes) My Man"
"the","strip","club","(Hes) My Man"
"strip","club","but","(Hes) My Man"
"club","but","you","(Hes) My Man"
"but","you","were","(Hes) My Man"
"you","were","young","(Hes) My Man"
"were","young","once","(Hes) My Man"
"young","once","so","(Hes) My Man"
"once","so","you","(Hes) My Man"
"so","you","should","(Hes) My Man"
"you","should","understand","(Hes) My Man"
"should","understand","you","(Hes) My Man"
"understand","you","say","(Hes) My Man"
"you","say","that","(Hes) My Man"
"say","that","you","(Hes) My Man"
"that","you","know","(Hes) My Man"
"you","know","so","(Hes) My Man"
"know","so","you","(Hes) My Man"
"so","you","been","(Hes) My Man"
"you","been","a","(Hes) My Man"
"been","a","witness","(Hes) My Man"
"a","witness","you","(Hes) My Man"
"witness","you","say","(Hes) My Man"
"you","say","it's","(Hes) My Man"
"say","it's","fasho","(Hes) My Man"
"it's","fasho","say","(Hes) My Man"
"fasho","say","he","(Hes) My Man"
"say","he","got","(Hes) My Man"
"he","got","a","(Hes) My Man"
"got","a","mistress","(Hes) My Man"
"a","mistress","until","(Hes) My Man"
"mistress","until","you","(Hes) My Man"
"until","you","can","(Hes) My Man"
"you","can","show","(Hes) My Man"
"can","show","me","(Hes) My Man"
"show","me","i'm","(Hes) My Man"
"me","i'm","gone","(Hes) My Man"
"i'm","gone","stand","(Hes) My Man"
"gone","stand","by","(Hes) My Man"
"stand","by","him","(Hes) My Man"
"by","him","no","(Hes) My Man"
"him","no","matter","(Hes) My Man"
"no","matter","what","(Hes) My Man"
"matter","what","you","(Hes) My Man"
"what","you","say","(Hes) My Man"
"you","say","i","(Hes) My Man"
"say","i","ain't","(Hes) My Man"
"i","ain't","goin","(Hes) My Man"
"ain't","goin","no","(Hes) My Man"
"goin","no","where","(Hes) My Man"
"no","where","no","(Hes) My Man"
"where","no","matter","(Hes) My Man"
"no","matter","what","(Hes) My Man"
"matter","what","you","(Hes) My Man"
"what","you","think","(Hes) My Man"
"you","think","imma","(Hes) My Man"
"think","imma","always","(Hes) My Man"
"imma","always","be","(Hes) My Man"
"always","be","there","(Hes) My Man"
"be","there","the","(Hes) My Man"
"there","the","love","(Hes) My Man"
"the","love","that","(Hes) My Man"
"love","that","we","(Hes) My Man"
"that","we","share","(Hes) My Man"
"we","share","it","(Hes) My Man"
"share","it","lives","(Hes) My Man"
"it","lives","inside","(Hes) My Man"
"lives","inside","of","(Hes) My Man"
"inside","of","me","(Hes) My Man"
"of","me","the","(Hes) My Man"
"me","the","love","(Hes) My Man"
"the","love","that","(Hes) My Man"
"love","that","we","(Hes) My Man"
"that","we","share","(Hes) My Man"
"we","share","it","(Hes) My Man"
"share","it","lives","(Hes) My Man"
"it","lives","inside","(Hes) My Man"
"lives","inside","of","(Hes) My Man"
"inside","of","me","(Hes) My Man"
"of","me","no","(Hes) My Man"
"me","no","matter","(Hes) My Man"
"no","matter","hear","(Hes) My Man"
"matter","hear","it","(Hes) My Man"
"hear","it","is","(Hes) My Man"
"it","is","all","(Hes) My Man"
"is","all","in","(Hes) My Man"
"all","in","the","(Hes) My Man"
"in","the","past","(Hes) My Man"
"the","past","no","(Hes) My Man"
"past","no","matter","(Hes) My Man"
"no","matter","what","(Hes) My Man"
"matter","what","you","(Hes) My Man"
"what","you","feelin","(Hes) My Man"
"you","feelin","this","(Hes) My Man"
"feelin","this","love","(Hes) My Man"
"this","love","is","(Hes) My Man"
"love","is","gone","(Hes) My Man"
"is","gone","last","(Hes) My Man"
"gone","last","the","(Hes) My Man"
"last","the","heart","(Hes) My Man"
"the","heart","of","(Hes) My Man"
"heart","of","his","(Hes) My Man"
"of","his","soul","(Hes) My Man"
"his","soul","it","(Hes) My Man"
"soul","it","breathes","(Hes) My Man"
"it","breathes","inside","(Hes) My Man"
"breathes","inside","of","(Hes) My Man"
"inside","of","me","(Hes) My Man"
"of","me","the","(Hes) My Man"
"me","the","heart","(Hes) My Man"
"the","heart","of","(Hes) My Man"
"heart","of","his","(Hes) My Man"
"of","his","soul","(Hes) My Man"
"his","soul","it","(Hes) My Man"
"soul","it","breathes","(Hes) My Man"
"it","breathes","inside","(Hes) My Man"
"breathes","inside","of","(Hes) My Man"
"inside","of","me","(Hes) My Man"
"of","me","my","(Hes) My Man"
"me","my","man","(Hes) My Man"
"my","man","he","(Hes) My Man"
"man","he","makes","(Hes) My Man"
"he","makes","me","(Hes) My Man"
"makes","me","feel","(Hes) My Man"
"me","feel","so","(Hes) My Man"
"feel","so","special","(Hes) My Man"
"so","special","my","(Hes) My Man"
"special","my","man","(Hes) My Man"
"my","man","he","(Hes) My Man"
"man","he","makes","(Hes) My Man"
"he","makes","me","(Hes) My Man"
"makes","me","feel","(Hes) My Man"
"me","feel","so","(Hes) My Man"
"feel","so","precious","(Hes) My Man"
"so","precious","my","(Hes) My Man"
"precious","my","man","(Hes) My Man"
"my","man","he","(Hes) My Man"
"man","he","makes","(Hes) My Man"
"he","makes","me","(Hes) My Man"
"makes","me","feel","(Hes) My Man"
"me","feel","wonderful","(Hes) My Man"
"feel","wonderful","my","(Hes) My Man"
"wonderful","my","man","(Hes) My Man"
"my","man","i'm","(Hes) My Man"
"man","i'm","feelin","(Hes) My Man"
"i'm","feelin","so","(Hes) My Man"
"feelin","so","comfortable","(Hes) My Man"
"so","comfortable","my","(Hes) My Man"
"comfortable","my","man","(Hes) My Man"
"my","man","he","(Hes) My Man"
"man","he","makes","(Hes) My Man"
"he","makes","me","(Hes) My Man"
"makes","me","feel","(Hes) My Man"
"me","feel","so","(Hes) My Man"
"feel","so","special","(Hes) My Man"
"so","special","my","(Hes) My Man"
"special","my","man","(Hes) My Man"
"my","man","he","(Hes) My Man"
"man","he","makes","(Hes) My Man"
"he","makes","me","(Hes) My Man"
"makes","me","feel","(Hes) My Man"
"me","feel","so","(Hes) My Man"
"feel","so","precious","(Hes) My Man"
"so","precious","my","(Hes) My Man"
"precious","my","man","(Hes) My Man"
"my","man","he","(Hes) My Man"
"man","he","makes","(Hes) My Man"
"he","makes","me","(Hes) My Man"
"makes","me","feel","(Hes) My Man"
"me","feel","wonderful","(Hes) My Man"
"feel","wonderful","he's","(Hes) My Man"
"wonderful","he's","thugged","(Hes) My Man"
"he's","thugged","out","(Hes) My Man"
"thugged","out","but","(Hes) My Man"
"out","but","he's","(Hes) My Man"
"but","he's","my","(Hes) My Man"
"he's","my","man","(Hes) My Man"
"my","man","he's","(Hes) My Man"
"man","he's","thugged","(Hes) My Man"
"he's","thugged","out","(Hes) My Man"
"thugged","out","but","(Hes) My Man"
"out","but","he's","(Hes) My Man"
"but","he's","my","(Hes) My Man"
"he's","my","man","(Hes) My Man"
"my","man",NA,"(Hes) My Man"
"man",NA,NA,"(Hes) My Man"
"if","i","ain't","1+1"
"i","ain't","got","1+1"
"ain't","got","nothing","1+1"
"got","nothing","i","1+1"
"nothing","i","got","1+1"
"i","got","you","1+1"
"got","you","if","1+1"
"you","if","i","1+1"
"if","i","ain't","1+1"
"i","ain't","got","1+1"
"ain't","got","something","1+1"
"got","something","i","1+1"
"something","i","don't","1+1"
"i","don't","give","1+1"
"don't","give","a","1+1"
"give","a","damn","1+1"
"a","damn","'cause","1+1"
"damn","'cause","i","1+1"
"'cause","i","got","1+1"
"i","got","it","1+1"
"got","it","with","1+1"
"it","with","you","1+1"
"with","you","i","1+1"
"you","i","don't","1+1"
"i","don't","know","1+1"
"don't","know","much","1+1"
"know","much","about","1+1"
"much","about","algebra","1+1"
"about","algebra","but","1+1"
"algebra","but","i","1+1"
"but","i","know","1+1"
"i","know","one","1+1"
"know","one","plus","1+1"
"one","plus","one","1+1"
"plus","one","equals","1+1"
"one","equals","two","1+1"
"equals","two","and","1+1"
"two","and","it's","1+1"
"and","it's","me","1+1"
"it's","me","and","1+1"
"me","and","you","1+1"
"and","you","that's","1+1"
"you","that's","all","1+1"
"that's","all","we'll","1+1"
"all","we'll","have","1+1"
"we'll","have","when","1+1"
"have","when","the","1+1"
"when","the","world","1+1"
"the","world","is","1+1"
"world","is","through","1+1"
"is","through","'cause","1+1"
"through","'cause","baby","1+1"
"'cause","baby","we","1+1"
"baby","we","ain't","1+1"
"we","ain't","got","1+1"
"ain't","got","nothing","1+1"
"got","nothing","without","1+1"
"nothing","without","love","1+1"
"without","love","darling","1+1"
"love","darling","you","1+1"
"darling","you","got","1+1"
"you","got","enough","1+1"
"got","enough","for","1+1"
"enough","for","the","1+1"
"for","the","both","1+1"
"the","both","of","1+1"
"both","of","us","1+1"
"of","us","so","1+1"
"us","so","come","1+1"
"so","come","on","1+1"
"come","on","baby","1+1"
"on","baby","make","1+1"
"baby","make","love","1+1"
"make","love","to","1+1"
"love","to","me","1+1"
"to","me","when","1+1"
"me","when","my","1+1"
"when","my","days","1+1"
"my","days","look","1+1"
"days","look","low","1+1"
"look","low","pull","1+1"
"low","pull","me","1+1"
"pull","me","in","1+1"
"me","in","close","1+1"
"in","close","and","1+1"
"close","and","don't","1+1"
"and","don't","let","1+1"
"don't","let","me","1+1"
"let","me","go","1+1"
"me","go","make","1+1"
"go","make","love","1+1"
"make","love","to","1+1"
"love","to","me","1+1"
"to","me","so","1+1"
"me","so","when","1+1"
"so","when","the","1+1"
"when","the","world's","1+1"
"the","world's","at","1+1"
"world's","at","war","1+1"
"at","war","let","1+1"
"war","let","our","1+1"
"let","our","love","1+1"
"our","love","will","1+1"
"love","will","heal","1+1"
"will","heal","us","1+1"
"heal","us","all","1+1"
"us","all","right","1+1"
"all","right","now","1+1"
"right","now","baby","1+1"
"now","baby","make","1+1"
"baby","make","love","1+1"
"make","love","to","1+1"
"love","to","me","1+1"
"to","me","me","1+1"
"me","me","me","1+1"
"me","me","me","1+1"
"me","me","me","1+1"
"me","me","oh","1+1"
"me","oh","oh","1+1"
"oh","oh","make","1+1"
"oh","make","love","1+1"
"make","love","to","1+1"
"love","to","me","1+1"
"to","me","hey","1+1"
"me","hey","i","1+1"
"hey","i","don't","1+1"
"i","don't","know","1+1"
"don't","know","much","1+1"
"know","much","about","1+1"
"much","about","guns","1+1"
"about","guns","but","1+1"
"guns","but","i","1+1"
"but","i","i've","1+1"
"i","i've","been","1+1"
"i've","been","shot","1+1"
"been","shot","by","1+1"
"shot","by","you","1+1"
"by","you","hey","1+1"
"you","hey","and","1+1"
"hey","and","i","1+1"
"and","i","don't","1+1"
"i","don't","know","1+1"
"don't","know","when","1+1"
"know","when","i'm","1+1"
"when","i'm","gon'","1+1"
"i'm","gon'","die","1+1"
"gon'","die","but","1+1"
"die","but","i","1+1"
"but","i","hope","1+1"
"i","hope","that","1+1"
"hope","that","i'm","1+1"
"that","i'm","gon'","1+1"
"i'm","gon'","die","1+1"
"gon'","die","by","1+1"
"die","by","you","1+1"
"by","you","hey","1+1"
"you","hey","and","1+1"
"hey","and","i","1+1"
"and","i","don't","1+1"
"i","don't","know","1+1"
"don't","know","much","1+1"
"know","much","about","1+1"
"much","about","fighting","1+1"
"about","fighting","but","1+1"
"fighting","but","i","1+1"
"but","i","i","1+1"
"i","i","know","1+1"
"i","know","i","1+1"
"know","i","will","1+1"
"i","will","fight","1+1"
"will","fight","for","1+1"
"fight","for","you","1+1"
"for","you","hey","1+1"
"you","hey","and","1+1"
"hey","and","just","1+1"
"and","just","when","1+1"
"just","when","i","1+1"
"when","i","ball","1+1"
"i","ball","up","1+1"
"ball","up","my","1+1"
"up","my","fist","1+1"
"my","fist","i","1+1"
"fist","i","realize","1+1"
"i","realize","i'm","1+1"
"realize","i'm","laying","1+1"
"i'm","laying","right","1+1"
"laying","right","next","1+1"
"right","next","to","1+1"
"next","to","you","1+1"
"to","you","baby","1+1"
"you","baby","we","1+1"
"baby","we","ain't","1+1"
"we","ain't","got","1+1"
"ain't","got","nothing","1+1"
"got","nothing","but","1+1"
"nothing","but","love","1+1"
"but","love","and","1+1"
"love","and","darling","1+1"
"and","darling","you","1+1"
"darling","you","got","1+1"
"you","got","enough","1+1"
"got","enough","for","1+1"
"enough","for","the","1+1"
"for","the","both","1+1"
"the","both","of","1+1"
"both","of","us","1+1"
"of","us","make","1+1"
"us","make","love","1+1"
"make","love","to","1+1"
"love","to","me","1+1"
"to","me","when","1+1"
"me","when","my","1+1"
"when","my","days","1+1"
"my","days","look","1+1"
"days","look","low","1+1"
"look","low","pull","1+1"
"low","pull","me","1+1"
"pull","me","in","1+1"
"me","in","close","1+1"
"in","close","and","1+1"
"close","and","don't","1+1"
"and","don't","let","1+1"
"don't","let","me","1+1"
"let","me","go","1+1"
"me","go","make","1+1"
"go","make","love","1+1"
"make","love","to","1+1"
"love","to","me","1+1"
"to","me","so","1+1"
"me","so","when","1+1"
"so","when","the","1+1"
"when","the","world's","1+1"
"the","world's","at","1+1"
"world's","at","war","1+1"
"at","war","let","1+1"
"war","let","our","1+1"
"let","our","love","1+1"
"our","love","will","1+1"
"love","will","heal","1+1"
"will","heal","us","1+1"
"heal","us","all","1+1"
"us","all","help","1+1"
"all","help","me","1+1"
"help","me","let","1+1"
"me","let","down","1+1"
"let","down","my","1+1"
"down","my","guard","1+1"
"my","guard","make","1+1"
"guard","make","love","1+1"
"make","love","to","1+1"
"love","to","me","1+1"
"to","me","me","1+1"
"me","me","me","1+1"
"me","me","me","1+1"
"me","me","me","1+1"
"me","me","oh","1+1"
"me","oh","oh","1+1"
"oh","oh","make","1+1"
"oh","make","love","1+1"
"make","love","to","1+1"
"love","to","me","1+1"
"to","me","me","1+1"
"me","me","me","1+1"
"me","me","me","1+1"
"me","me","me","1+1"
"me","me",NA,"1+1"
"me",NA,NA,"1+1"
"hello","hello","how","632-5792"
"hello","how","are","632-5792"
"how","are","you","632-5792"
"are","you","oh","632-5792"
"you","oh","i","632-5792"
"oh","i","just","632-5792"
"i","just","called","632-5792"
"just","called","to","632-5792"
"called","to","say:","632-5792"
"to","say:","hi","632-5792"
"say:","hi","how","632-5792"
"hi","how","are","632-5792"
"how","are","you","632-5792"
"are","you","you","632-5792"
"you","you","know","632-5792"
"you","know","i","632-5792"
"know","i","had","632-5792"
"i","had","some","632-5792"
"had","some","things","632-5792"
"some","things","to","632-5792"
"things","to","do","632-5792"
"to","do","go","632-5792"
"do","go","lean","632-5792"
"go","lean","up","632-5792"
"lean","up","in","632-5792"
"up","in","me","632-5792"
"in","me","you","632-5792"
"me","you","know","632-5792"
"you","know","i","632-5792"
"know","i","guess","632-5792"
"i","guess","i","632-5792"
"guess","i","was","632-5792"
"i","was","kind","632-5792"
"was","kind","of","632-5792"
"kind","of","shy","632-5792"
"of","shy","about","632-5792"
"shy","about","someone","632-5792"
"about","someone","who","632-5792"
"someone","who","writes","632-5792"
"who","writes","poetry","632-5792"
"writes","poetry","or","632-5792"
"poetry","or","maybe","632-5792"
"or","maybe","you","632-5792"
"maybe","you","can","632-5792"
"you","can","sing?","632-5792"
"can","sing?","maybe","632-5792"
"sing?","maybe","you","632-5792"
"maybe","you","can","632-5792"
"you","can","sing","632-5792"
"can","sing","a","632-5792"
"sing","a","song","632-5792"
"a","song","mmm","632-5792"
"song","mmm","tonight","632-5792"
"mmm","tonight","on","632-5792"
"tonight","on","the","632-5792"
"on","the","telephone","632-5792"
"the","telephone","i","632-5792"
"telephone","i","dial","632-5792"
"i","dial","6-3-2-5-7-9-2","632-5792"
"dial","6-3-2-5-7-9-2","is","632-5792"
"6-3-2-5-7-9-2","is","that","632-5792"
"is","that","your","632-5792"
"that","your","number","632-5792"
"your","number","63-25-7-92","632-5792"
"number","63-25-7-92","mmm","632-5792"
"63-25-7-92","mmm","6-3-2-5-7-9-2","632-5792"
"mmm","6-3-2-5-7-9-2","63-25-7-92","632-5792"
"6-3-2-5-7-9-2","63-25-7-92","he","632-5792"
"63-25-7-92","he","said:","632-5792"
"he","said:","call","632-5792"
"said:","call","me","632-5792"
"call","me","anytime","632-5792"
"me","anytime","6-3-2-5-7-9-2","632-5792"
"anytime","6-3-2-5-7-9-2","63-25-7-92","632-5792"
"6-3-2-5-7-9-2","63-25-7-92","6-3-2-5-7-9-2","632-5792"
"63-25-7-92","6-3-2-5-7-9-2","63-25-7-92","632-5792"
"6-3-2-5-7-9-2","63-25-7-92","we","632-5792"
"63-25-7-92","we","talked","632-5792"
"we","talked","about","632-5792"
"talked","about","love","632-5792"
"about","love","songs","632-5792"
"love","songs","on","632-5792"
"songs","on","and","632-5792"
"on","and","on","632-5792"
"and","on","and","632-5792"
"on","and","on","632-5792"
"and","on","there's","632-5792"
"on","there's","nothing","632-5792"
"there's","nothing","wrong","632-5792"
"nothing","wrong","with","632-5792"
"wrong","with","calling","632-5792"
"with","calling","a","632-5792"
"calling","a","quite","632-5792"
"a","quite","storm","632-5792"
"quite","storm","and","632-5792"
"storm","and","having","632-5792"
"and","having","them","632-5792"
"having","them","play","632-5792"
"them","play","a","632-5792"
"play","a","song","632-5792"
"a","song","for","632-5792"
"song","for","me","632-5792"
"for","me","a","632-5792"
"me","a","song","632-5792"
"a","song","for","632-5792"
"song","for","you","632-5792"
"for","you","a","632-5792"
"you","a","song","632-5792"
"a","song","for","632-5792"
"song","for","me","632-5792"
"for","me","a","632-5792"
"me","a","song","632-5792"
"a","song","it's","632-5792"
"song","it's","getting","632-5792"
"it's","getting","late","632-5792"
"getting","late","and","632-5792"
"late","and","i","632-5792"
"and","i","can't","632-5792"
"i","can't","wait","632-5792"
"can't","wait","i","632-5792"
"wait","i","have","632-5792"
"i","have","to","632-5792"
"have","to","go","632-5792"
"to","go","to","632-5792"
"go","to","sleep","632-5792"
"to","sleep","i'm","632-5792"
"sleep","i'm","happy","632-5792"
"i'm","happy","i","632-5792"
"happy","i","will","632-5792"
"i","will","speak","632-5792"
"will","speak","but","632-5792"
"speak","but","maybe","632-5792"
"but","maybe","i","632-5792"
"maybe","i","will","632-5792"
"i","will","be","632-5792"
"will","be","dreaming","632-5792"
"be","dreaming","dream","632-5792"
"dreaming","dream","of","632-5792"
"dream","of","you","632-5792"
"of","you","and","632-5792"
"you","and","we","632-5792"
"and","we","sing","632-5792"
"we","sing","a","632-5792"
"sing","a","lullaby","632-5792"
"a","lullaby","sing","632-5792"
"lullaby","sing","a","632-5792"
"sing","a","lullaby","632-5792"
"a","lullaby","underneath","632-5792"
"lullaby","underneath","a","632-5792"
"underneath","a","cherry","632-5792"
"a","cherry","tree","632-5792"
"cherry","tree","a","632-5792"
"tree","a","soft","632-5792"
"a","soft","breeze","632-5792"
"soft","breeze","passes","632-5792"
"breeze","passes","by","632-5792"
"passes","by","and","632-5792"
"by","and","carries","632-5792"
"and","carries","us","632-5792"
"carries","us","away","632-5792"
"us","away","high","632-5792"
"away","high","in","632-5792"
"high","in","the","632-5792"
"in","the","sky","632-5792"
"the","sky","when","632-5792"
"sky","when","i","632-5792"
"when","i","awake","632-5792"
"i","awake","you","632-5792"
"awake","you","know","632-5792"
"you","know","i'm","632-5792"
"know","i'm","going","632-5792"
"i'm","going","to","632-5792"
"going","to","dial","632-5792"
"to","dial","6-3-2-5-7-9-2","632-5792"
"dial","6-3-2-5-7-9-2","sing","632-5792"
"6-3-2-5-7-9-2","sing","me","632-5792"
"sing","me","a","632-5792"
"me","a","lullaby","632-5792"
"a","lullaby","63-25-7-92","632-5792"
"lullaby","63-25-7-92","i","632-5792"
"63-25-7-92","i","think","632-5792"
"i","think","i'll","632-5792"
"think","i'll","call","632-5792"
"i'll","call","you","632-5792"
"call","you","tonight","632-5792"
"you","tonight","6-3-2-5-7-9-2","632-5792"
"tonight","6-3-2-5-7-9-2","oooohhhh","632-5792"
